,Terms,Freq,POS
20893,inoxidable,1,JJ
20894,foce,1,NN
20895,sachia,1,NN
20896,y,1,NN
20897,litmus,1,JJ
20898,edtion,1,NN
20899,tightlyheld,1,VBD
20900,fourcasborie,1,JJ
20901,halve,1,NN
20902,defined,1,VBD
20903,loirestyle,1,JJ
20904,célèbre,1,NN
20905,winethe,1,NN
20906,kisyombe,1,NN
20907,tanzania,1,NN
20908,chevreau,1,NN
20909,kaffirlime,1,NN
20910,corduroy,1,NN
20911,baygimblett,1,NN
20912,trione,1,NN
20913,coetzee,1,NN
20914,bernhard,1,NN
20915,veller,1,NN
20916,rakish,1,JJ
20917,flippant,1,NN
20918,understudy,1,NN
20919,durells,1,NNS
20920,monfortino,1,VBP
20921,francia,1,JJ
20922,voik,1,NN
20923,assiolo,1,NN
20924,overlemoned,1,VBD
20925,mouthshockingly,1,RB
20926,acidintense,1,JJ
20927,deliciouness,1,NN
20928,giara,1,NN
20929,ripassato,1,NN
20930,cicilio,1,NN
20931,bosquet,1,NN
20932,roari,1,NN
20933,cabbagey,1,NN
20934,concented,1,VBD
20935,aeroplane,1,NN
20936,chocolatespecked,1,VBN
20937,exponentially,1,RB
20938,blackberrypurée,1,VB
20939,rosepetaled,1,JJ
20940,honeyslick,1,NN
20941,piccolo,1,NN
20942,cranberryred,1,VBD
20943,mirassou,1,NNS
20944,rôtielike,1,VB
20945,easterly,1,RB
20946,secondtier,1,JJR
20947,levangile,1,JJ
20948,lunaria,1,NNS
20949,sundenched,1,VBD
20950,mantra,1,JJ
20951,borderlineoverpowering,1,NN
20952,briocheflavored,1,VBD
20953,pearmousse,1,JJ
20954,assyrtikos,1,NN
20955,majoritymerlot,1,NN
20956,curvacious,1,JJ
20957,andeluna,1,NN
20958,forresters,1,NNS
20959,softtannined,1,VBD
20960,glamour,1,JJ
20961,nomiss,1,JJ
20962,cicogna,1,NN
20963,elki,1,NN
20964,sharpdrink,1,VBP
20965,greenedged,1,VBN
20966,sas,1,NN
20967,ladels,1,NNS
20968,patriarche,1,VBP
20969,toughasnails,1,NNS
20970,extractive,1,JJ
20971,hewitt,1,NN
20972,plait,1,NN
20973,maray,1,NN
20974,limestoneinfluenced,1,VBD
20975,exhibts,1,NNS
20976,seainflected,1,VBD
20977,carobinfluenced,1,JJ
20978,maayan,1,JJ
20979,koschitzky,1,NN
20980,ruler,1,NN
20981,cleary,1,NN
20982,rayhill,1,NN
20983,buildout,1,IN
20984,mineralladed,1,VBN
20985,chs,1,NN
20986,mouthstinging,1,VBG
20987,uccelliera,1,JJ
20988,soilair,1,NN
20989,winecraft,1,NN
20990,schoenenbourg,1,NN
20991,picturebook,1,NN
20992,maffei,1,NN
20993,courys,1,NN
20994,maxxes,1,NNS
20995,vm,1,NN
20996,levelheaded,1,VBD
20997,startnext,1,JJ
20998,olympus,1,NN
20999,shriaz,1,NN
21000,bystander,1,NN
21001,monaci,1,NN
21002,orris,1,VBZ
21003,stilltoberesolved,1,VBN
21004,togata,1,NNS
21005,svelt,1,VBD
21006,bramblefruit,1,NN
21007,redberryfruited,1,VBN
21008,conscientious,1,JJ
21009,balsamicreduction,1,NN
21010,mowngrass,1,NN
21011,lightlycolored,1,VBD
21012,whence,1,NN
21013,countrymusic,1,JJ
21014,tanging,1,NN
21015,heavilyextracted,1,VBD
21016,efforts,1,NNS
21017,lightyears,1,NNS
21018,sequum,1,VBP
21019,viognierheavy,1,JJ
21020,scentless,1,NN
21021,diy,1,NN
21022,frittata,1,NN
21023,multitiered,1,VBD
21024,confini,1,JJ
21025,filler,1,NN
21026,fava,1,NN
21027,moie,1,NN
21028,citrusand,1,NN
21029,highchar,1,NN
21030,mendocinosourced,1,VBD
21031,madacamia,1,JJ
21032,woodheavy,1,JJ
21033,ripassomethod,1,NN
21034,shirazgrenache,1,NN
21035,zull,1,NN
21036,megonio,1,NN
21037,companionability,1,NN
21038,retour,1,VBP
21039,lou,1,NN
21040,contingency,1,NN
21041,wamrth,1,NN
21042,cranberryplumraspberry,1,NN
21043,cofounded,1,VBD
21044,tractormaker,1,NN
21045,deere,1,RB
21046,cedaredged,1,VBN
21047,chento,1,NN
21048,innards,1,NNS
21049,bitterending,1,VBG
21050,nonoffensive,1,JJ
21051,nestlés,1,NN
21052,nesquik,1,NN
21053,oversteeped,1,VBD
21054,bittertasting,1,VBG
21055,palmdale,1,NN
21056,beefcrust,1,NN
21057,toughtomaster,1,NN
21058,saltandpeppery,1,NN
21059,seysses,1,VBZ
21060,bravery,1,RB
21061,flusher,1,RB
21062,gaddcoster,1,NN
21063,honesttasting,1,VBG
21064,youngcloned,1,VBN
21065,crunchier,1,JJR
21066,suavetextured,1,VBN
21067,pinebough,1,IN
21068,cruiser,1,NN
21069,unopened,1,JJ
21070,righton,1,NN
21071,hefster,1,NN
21072,mazzoni,1,NN
21073,pepperier,1,NN
21074,palegolden,1,JJ
21075,chocoloate,1,NN
21076,goldstraw,1,NN
21077,pleasureable,1,JJ
21078,fruittowoodbalance,1,NN
21079,chargedup,1,NN
21080,knead,1,NN
21081,producta,1,NN
21082,integrative,1,JJ
21083,blacklava,1,NN
21084,evora,1,NN
21085,violetlaced,1,VBD
21086,gingermolasses,1,NNS
21087,dilltarragon,1,VBP
21088,artezin,1,JJ
21089,vavasours,1,NNS
21090,strone,1,VBP
21091,pipeline,1,NN
21092,fruitberries,1,NNS
21093,peachesbrought,1,VBD
21094,rubycrimson,1,NN
21095,bramby,1,NN
21096,blackbery,1,NN
21097,richerstyled,1,VBD
21098,fortune,1,JJ
21099,raspberryrhubarb,1,NN
21100,maximally,1,RB
21101,justmuddled,1,VBD
21102,stottles,1,NNS
21103,nucleus,1,RB
21104,fullyevolved,1,VBD
21105,emotional,1,JJ
21106,mountainish,1,NN
21107,panettone,1,NN
21108,hoages,1,NNS
21109,licoriceinflected,1,VBD
21110,lemonbalm,1,JJ
21111,langley,1,NN
21112,vanillabutter,1,NN
21113,renacers,1,NNS
21114,visage,1,VBP
21115,coppertinted,1,VBN
21116,compaction,1,NN
21117,paganelli,1,NN
21118,lagiermeredith,1,NN
21119,efesté,1,NN
21120,lushlyfruited,1,VBD
21121,rosenblumstyle,1,JJ
21122,perilously,1,RB
21123,nottoofresh,1,JJ
21124,raisinets,1,NNS
21125,fortifiedwine,1,VBP
21126,ludens,1,VBZ
21127,outlands,1,NNS
21128,crushedpill,1,JJ
21129,halfbarrel,1,JJ
21130,fermention,1,NN
21131,winemakeradded,1,VBD
21132,windrige,1,JJ
21133,nabucco,1,NN
21134,pfendler,1,NN
21135,suavia,1,NN
21136,tacos,1,NN
21137,costebianche,1,NN
21138,calciumrich,1,JJ
21139,oldwine,1,NN
21140,honeyandcashew,1,NN
21141,glut,1,NN
21142,sir,1,NN
21143,pippigs,1,NN
21144,afficionadoes,1,VBZ
21145,supplant,1,JJ
21146,landelin,1,NN
21147,vorbourg,1,NN
21148,maximumripeness,1,NN
21149,ornateness,1,NN
21150,saintpierre,1,JJ
21151,almostsugary,1,JJ
21152,orangecreamsickle,1,NN
21153,earhty,1,NN
21154,fritto,1,NN
21155,misto,1,NN
21156,honeyandlemon,1,NN
21157,paraboll,1,NN
21158,donice,1,NN
21159,freshlysawn,1,NN
21160,fossacolles,1,NNS
21161,lakeside,1,VBP
21162,varietyfocused,1,VBN
21163,schaeffer,1,NN
21164,nathaniel,1,JJ
21165,dreamily,1,RB
21166,villagedesignated,1,VBD
21167,longfinishing,1,VBG
21168,clendenenmade,1,NN
21169,teriyakilaced,1,VBD
21170,occidentalbased,1,JJ
21171,hillcrest,1,JJS
21172,tanuda,1,NN
21173,scheurebes,1,NNS
21174,rietvallei,1,VBP
21175,sesti,1,JJ
21176,paganico,1,NN
21177,troubled,1,VBD
21178,lustaus,1,JJ
21179,jarana,1,NN
21180,rebholz,1,NN
21181,beyzac,1,NN
21182,pennsylvanian,1,JJ
21183,inlaws,1,NN
21184,preused,1,VBD
21185,jo,1,NN
21186,lavau,1,NN
21187,bordeauxphiles,1,NNS
21188,excavate,1,VBP
21189,numanthiatermes,1,NNS
21190,hennessy,1,JJ
21191,noedge,1,NN
21192,corgoloin,1,NN
21193,userfriendliness,1,JJ
21194,gulf,1,NN
21195,raisinyporty,1,NN
21196,ultrabubbly,1,RB
21197,dud,1,JJ
21198,magnificence,1,NN
21199,minearally,1,RB
21200,surprisinly,1,RB
21201,mcgettigan,1,JJ
21202,thomson,1,JJ
21203,lastsecond,1,NN
21204,cabernetbasred,1,VBD
21205,fumane,1,JJ
21206,pazzo,1,NN
21207,tramiers,1,NNS
21208,maculan,1,VBP
21209,riary,1,JJ
21210,madagascar,1,NN
21211,tribeowned,1,VBD
21212,giulias,1,JJ
21213,carso,1,NNS
21214,exaggerratedly,1,RB
21215,lancer,1,VBP
21216,ventilate,1,NN
21217,restaurantchain,1,NN
21218,wildlydifferent,1,NN
21219,concretefermented,1,VBN
21220,domination,1,NN
21221,butteryness,1,NN
21222,syrahtempranillomerlotdolcettogracianopetit,1,JJ
21223,verdotnebbiolocabernet,1,NN
21224,francgrenachemuscatviogniertannatmalbeccabernet,1,NN
21225,blk,1,NN
21226,tintara,1,NN
21227,forepalate,1,NN
21228,goosberry,1,NN
21229,livensup,1,VBZ
21230,deepcopper,1,JJ
21231,kalbarris,1,NN
21232,spanishowned,1,VBD
21233,prioratstyle,1,JJ
21234,conquest,1,NN
21235,fineformed,1,VBD
21236,supéry,1,JJ
21237,lagone,1,NN
21238,saintcroixdumont,1,NN
21239,harm,1,NN
21240,susucaru,1,NN
21241,charming,1,VBG
21242,pruneblack,1,NN
21243,heavierthanusual,1,JJ
21244,shellac,1,NN
21245,brinyness,1,NN
21246,cancan,1,JJ
21247,tamber,1,NNP
21248,bey,1,NN
21249,palateprepping,1,VBG
21250,lowcost,1,NN
21251,highlandsfocused,1,VBD
21252,saba,1,JJ
21253,millie,1,NN
21254,absurd,1,JJ
21255,courtney,1,NN
21256,benham,1,NN
21257,vergelegen,1,NN
21258,balanace,1,NN
21259,prieuré,1,NN
21260,blueberrysorbet,1,NN
21261,laurelwood,1,NN
21262,finemeshed,1,VBD
21263,laughlin,1,JJ
21264,ohsosavory,1,NN
21265,willingly,1,RB
21266,citricdominated,1,VBD
21267,aciidty,1,JJ
21268,fionas,1,NNS
21269,hollick,1,VBP
21270,wallabased,1,VBN
21271,outrightly,1,RB
21272,desserthigh,1,JJ
21273,floralherbal,1,JJ
21274,spirity,1,NN
21275,morro,1,NN
21276,billecartsalmons,1,NNS
21277,melba,1,VBP
21278,takahide,1,JJ
21279,sugimoto,1,NN
21280,ttb,1,NN
21281,dávalossalta,1,NN
21282,finshing,1,VBG
21283,purplerose,1,RB
21284,disjointed,1,VBN
21285,neills,1,NNS
21286,mochascented,1,VBD
21287,coussins,1,NNS
21288,tarlicked,1,VBN
21289,niçoise,1,RB
21290,cleanest,1,JJ
21291,hinterland,1,NN
21292,souzou,1,NN
21293,matiú,1,NN
21294,brunchtype,1,NN
21295,actorturnedvintner,1,NN
21296,undebrush,1,JJ
21297,froehn,1,NN
21298,zellenberg,1,NNP
21299,carmenèreheavy,1,NN
21300,jetpowered,1,VBD
21301,lemonblackberry,1,JJ
21302,juliette,1,NN
21303,jeanphilippe,1,NN
21304,imparts,1,NNS
21305,ciels,1,NNS
21306,lombardi,1,VBP
21307,vintagesand,1,NN
21308,thymeoregano,1,NN
21309,finishwhile,1,JJ
21310,deepamber,1,NN
21311,pring,1,VBG
21312,overproduction,1,NN
21313,cumbre,1,NN
21314,montpérat,1,NN
21315,palatewell,1,VBP
21316,basquaise,1,NN
21317,thieuleys,1,NNS
21318,cathiard,1,VBP
21319,cantelys,1,NN
21320,lurtonowned,1,VBN
21321,policy,1,NN
21322,unconnected,1,JJ
21323,waye,1,NN
21324,beauitfully,1,RB
21325,dakine,1,JJ
21326,rawcut,1,NN
21327,immersion,1,NN
21328,curvier,1,NN
21329,quadro,1,NN
21330,stanford,1,NN
21331,agreeability,1,NN
21332,uniformly,1,RB
21333,pinotpleasure,1,JJ
21334,lovestruck,1,NN
21335,richnessyielding,1,VBG
21336,plaisance,1,NN
21337,crowdsourced,1,VBD
21338,girdle,1,JJ
21339,gib,1,NN
21340,pagter,1,NN
21341,covila,1,NN
21342,quinteto,1,NN
21343,murkier,1,JJR
21344,oakit,1,JJ
21345,stubby,1,NN
21346,pocai,1,NN
21347,djn,1,NN
21348,lustre,1,NN
21349,woodysmoky,1,NN
21350,bixio,1,NN
21351,nemus,1,JJ
21352,storage,1,NN
21353,grander,1,NN
21354,colada,1,NN
21355,readytoburst,1,JJ
21356,clementimes,1,NNS
21357,orangescented,1,VBD
21358,lemonwedge,1,NN
21359,ballerinalike,1,NN
21360,raddainchianti,1,NN
21361,backsbergs,1,NN
21362,azulejos,1,NN
21363,poli,1,NN
21364,kingpin,1,NN
21365,occasios,1,NNS
21366,killian,1,JJ
21367,nsoe,1,NN
21368,lightertoned,1,VBD
21369,undisgorged,1,JJ
21370,caparzos,1,NN
21371,cipreses,1,NNS
21372,immediatelyor,1,VBP
21373,deyremvalentin,1,JJ
21374,gardiniers,1,NNS
21375,preoccupy,1,VBP
21376,ripassá,1,NNS
21377,colatinged,1,VBD
21378,ramitello,1,JJ
21379,cookbook,1,NN
21380,ramonteau,1,NN
21381,vanillaleaning,1,VBG
21382,napasideofcarneros,1,NNS
21383,krasato,1,VBP
21384,stavroto,1,JJ
21385,peppers,1,NNS
21386,crosè,1,VBP
21387,destournels,1,NNS
21388,billionaire,1,VBP
21389,fayat,1,NN
21390,alwaysanticipated,1,VBN
21391,antica,1,RB
21392,lavenderrosemary,1,JJ
21393,chaise,1,NN
21394,sfursat,1,NN
21395,stelle,1,NN
21396,canyonbased,1,VBD
21397,microproject,1,JJ
21398,constraint,1,NN
21399,wellpositioned,1,VBD
21400,brezzas,1,JJ
21401,massara,1,NN
21402,consisently,1,RB
21403,cellarability,1,JJ
21404,bossard,1,NN
21405,deception,1,NN
21406,felsinas,1,VBZ
21407,onehalf,1,JJ
21408,rangi,1,NNS
21409,portlandbased,1,VBD
21410,chocolatecaramel,1,JJ
21411,fiou,1,JJ
21412,kneebuckler,1,NN
21413,artadi,1,NN
21414,bianchi,1,NN
21415,semigeneric,1,JJ
21416,branchy,1,NN
21417,tannintoacid,1,NN
21418,encapsulation,1,NN
21419,backbonei,1,IN
21420,ammonite,1,JJ
21421,lingering,1,VBG
21422,unsubstantial,1,JJ
21423,charger,1,NN
21424,hardspiced,1,VBD
21425,highprotein,1,JJ
21426,dg,1,NN
21427,offcentered,1,VBD
21428,anvil,1,JJ
21429,slateflecked,1,VBD
21430,ferreros,1,JJ
21431,winea,1,NN
21432,highdefinition,1,NN
21433,jeanrémi,1,NN
21434,zotzenbergs,1,NN
21435,lavors,1,NNS
21436,funkyoyster,1,VBP
21437,joann,1,JJ
21438,dunnings,1,NNS
21439,premières,1,NNS
21440,umamidominated,1,VBD
21441,fruitdominating,1,VBG
21442,surpringly,1,RB
21443,subtance,1,NN
21444,unlikeable,1,JJ
21445,woodwork,1,NN
21446,ballentines,1,NNS
21447,worldfamous,1,JJ
21448,rhubarbandstrawberry,1,VBP
21449,haakkessler,1,NN
21450,inexplicably,1,RB
21451,comté,1,VBZ
21452,tolosan,1,JJ
21453,pdi,1,NN
21454,coconutcream,1,NN
21455,freshflowing,1,VBG
21456,lvvs,1,JJ
21457,saintjosephs,1,NN
21458,wildesttasting,1,VBG
21459,puffpastry,1,NN
21460,justgolden,1,NN
21461,mirabell,1,NN
21462,muchlauded,1,VBD
21463,extraexpressive,1,JJ
21464,cigare,1,NN
21465,blackandblue,1,NN
21466,ovenfresh,1,JJ
21467,picapoll,1,NN
21468,fleshytextured,1,VBD
21469,slighly,1,RB
21470,boise,1,RB
21471,pepperdotted,1,VBN
21472,sommets,1,NNS
21473,friendship,1,JJ
21474,bootlegger,1,NN
21475,zodiac,1,NN
21476,oldsmelling,1,VBG
21477,saintémilionclassed,1,JJ
21478,moltenchocolate,1,NN
21479,vineyardblend,1,NN
21480,potroast,1,NN
21481,rosespiced,1,VBD
21482,gaubert,1,JJ
21483,vecia,1,NN
21484,favrel,1,NN
21485,sweetversussour,1,NN
21486,lardì,1,NN
21487,readytopop,1,NN
21488,dime,1,NN
21489,ego,1,NN
21490,convene,1,NN
21491,erika,1,FW
21492,abuzz,1,NN
21493,sobrals,1,NNS
21494,wordofmouth,1,VBP
21495,throughput,1,JJ
21496,tossos,1,NNS
21497,jerkied,1,VBD
21498,stillpresent,1,NN
21499,woodshed,1,VBD
21500,bacalhâo,1,JJ
21501,zuccardi,1,NN
21502,widowmaker,1,NN
21503,abc,1,NN
21504,paciencia,1,NN
21505,offerssnappy,1,JJ
21506,oftentannic,1,JJ
21507,savoryyetsweet,1,NN
21508,amberorange,1,NN
21509,grained,1,VBD
21510,nugan,1,JJ
21511,notquitesweet,1,JJ
21512,minhao,1,NNS
21513,waterfalllike,1,IN
21514,affiliate,1,NN
21515,organiccertified,1,VBN
21516,twostar,1,NN
21517,flechas,1,NN
21518,dijonstyle,1,NN
21519,overexuberant,1,NN
21520,montemaggiore,1,VBD
21521,spelunk,1,JJ
21522,lavenderpepper,1,JJ
21523,indianspice,1,NN
21524,casellas,1,NNS
21525,lehmann,1,VBP
21526,celloviola,1,NN
21527,sonata,1,NN
21528,cavits,1,NNS
21529,vinaia,1,VBP
21530,summarize,1,VB
21531,spicytasting,1,VBG
21532,warmersite,1,JJ
21533,souces,1,NNS
21534,sandalwoodspiced,1,VBD
21535,emollience,1,NN
21536,smoulder,1,NN
21537,acidled,1,VBD
21538,highcheekboned,1,VBN
21539,fullboat,1,NN
21540,particella,1,NN
21541,vidor,1,NN
21542,proseccoland,1,NN
21543,winklerhermaden,1,NN
21544,kapfenstein,1,NN
21545,tropicalfruitscented,1,VBD
21546,primacy,1,NN
21547,mildtextured,1,VBN
21548,sweatiest,1,JJS
21549,almostasparagus,1,NN
21550,uncoordinated,1,JJ
21551,ponga,1,NN
21552,littleunderstood,1,NN
21553,kalons,1,NNS
21554,mainains,1,VBZ
21555,savannah,1,JJ
21556,wqith,1,NN
21557,tuscaninspired,1,VBD
21558,tolosas,1,JJ
21559,summerlands,1,NNS
21560,spettro,1,VBP
21561,loazzolo,1,NN
21562,temeculabased,1,VBN
21563,fazeli,1,JJ
21564,piccole,1,NN
21565,gioie,1,NN
21566,colomés,1,NN
21567,grillobased,1,VBD
21568,maggiore,1,RB
21569,ea,1,JJ
21570,eugénio,1,NN
21571,almeida,1,NN
21572,maurigi,1,NN
21573,canellii,1,NN
21574,mediumthick,1,NN
21575,roughcharging,1,VBG
21576,pannell,1,VBP
21577,pemberton,1,NN
21578,zerba,1,NN
21579,sde,1,NN
21580,admittance,1,NN
21581,undercurrants,1,NNS
21582,peachaccented,1,VBD
21583,brickyorange,1,NN
21584,eq,1,NN
21585,evolutionary,1,JJ
21586,thailand,1,NN
21587,leperchoiss,1,NN
21588,vogelsang,1,NN
21589,melodiously,1,RB
21590,highelevationgrown,1,JJ
21591,tenutarossa,1,NN
21592,abondante,1,NN
21593,feauturing,1,VBG
21594,deliciousnessfactor,1,NN
21595,shypoke,1,VBD
21596,headstrong,1,JJ
21597,viento,1,NN
21598,sassabruna,1,NN
21599,boscarelli,1,NN
21600,queynac,1,NN
21601,justincheck,1,NN
21602,volatiles,1,NNS
21603,gazaniol,1,VBP
21604,softerstyle,1,JJ
21605,darkroastedcoffee,1,NN
21606,hillier,1,NN
21607,demijohn,1,NN
21608,tun,1,VBP
21609,viscious,1,JJ
21610,chelans,1,NNS
21611,emerald,1,VBP
21612,bollè,1,JJ
21613,pithycitrus,1,NN
21614,licoricekissed,1,VBD
21615,jazzup,1,NN
21616,michaeldavid,1,NN
21617,brothervintners,1,NNS
21618,roundedbyoak,1,VBP
21619,coudoulis,1,JJ
21620,nahe,1,JJ
21621,citrusyclean,1,NN
21622,tempranillogrenache,1,NN
21623,easytospot,1,NN
21624,meerlust,1,NN
21625,châteauneufstyle,1,NN
21626,currantlicorice,1,NN
21627,pommes,1,NNS
21628,stongly,1,RB
21629,hoisinmarinated,1,VBD
21630,blaus,1,NN
21631,lighthouse,1,NN
21632,intenso,1,NN
21633,garrus,1,NN
21634,crossfire,1,NN
21635,galoupet,1,NN
21636,cavanera,1,NN
21637,apporachable,1,JJ
21638,anticos,1,NN
21639,contempo,1,NN
21640,shymer,1,NN
21641,blackcurrantfruited,1,VBD
21642,lapaccio,1,JJ
21643,peppertype,1,NN
21644,samt,1,NN
21645,seide,1,NN
21646,advocacy,1,NN
21647,habit,1,NN
21648,latininspired,1,VBD
21649,cecchis,1,JJ
21650,reguinga,1,NN
21651,schidione,1,NN
21652,membership,1,NN
21653,étoile,1,NNP
21654,andd,1,NN
21655,ticklishness,1,NN
21656,emozione,1,NN
21657,henrietbazin,1,NN
21658,annamaria,1,NN
21659,clementi,1,NN
21660,boscos,1,NN
21661,semiaged,1,VBD
21662,withnapa,1,JJ
21663,lowenergy,1,JJ
21664,almostcolorless,1,NN
21665,gemtrees,1,NNS
21666,meeker,1,VBP
21667,stonetight,1,JJ
21668,sixteen,1,NN
21669,vanillaedged,1,VBD
21670,microboutiques,1,NNS
21671,boscareto,1,VB
21672,rocktight,1,JJ
21673,metrowine,1,NN
21674,vignaioli,1,NN
21675,sweetwood,1,NN
21676,snapshot,1,JJ
21677,bouncingly,1,RB
21678,iteration,1,NN
21679,texasraised,1,VBD
21680,cranberrypurple,1,JJ
21681,macon,1,NN
21682,stillfruity,1,NN
21683,renovação,1,NN
21684,cflavors,1,NNS
21685,ombine,1,VBP
21686,hotbed,1,VBN
21687,pommardclone,1,NN
21688,grapseseed,1,NN
21689,sana,1,NN
21690,justtanned,1,VBD
21691,triangularshaped,1,VBN
21692,solventlike,1,JJ
21693,sickly,1,RB
21694,draught,1,VBD
21695,flashlight,1,JJ
21696,eduardo,1,NN
21697,chadwick,1,NN
21698,errázuriz,1,FW
21699,timeline,1,NN
21700,eccentricity,1,NN
21701,superoaked,1,VBD
21702,vidure,1,NN
21703,butteryoaky,1,NN
21704,vineux,1,NN
21705,leafyberry,1,NN
21706,gerenache,1,NN
21707,határi,1,NN
21708,disable,1,JJ
21709,herbalweedy,1,NN
21710,liqueured,1,VBD
21711,cocoalaced,1,JJ
21712,acresized,1,JJ
21713,rognets,1,NNS
21714,bouvier,1,RBR
21715,abernathy,1,JJ
21716,campfireflavor,1,NN
21717,justchopped,1,VBD
21718,smashingly,1,RB
21719,toastedbrioche,1,VBN
21720,cobblerlike,1,NN
21721,klindt,1,NN
21722,wiley,1,NN
21723,bergeron,1,NN
21724,basewine,1,NN
21725,wellbred,1,VBD
21726,lavendercovered,1,JJ
21727,hillview,1,NN
21728,fifteenpercent,1,NN
21729,banker,1,NN
21730,wilmers,1,NNS
21731,sandersvan,1,VBP
21732,beek,1,JJ
21733,delaforces,1,NNS
21734,landa,1,VBP
21735,acidiy,1,JJ
21736,luscioustasting,1,VBG
21737,daldin,1,NN
21738,écluse,1,NN
21739,monicas,1,NN
21740,tornado,1,NN
21741,bolinasbased,1,VBD
21742,stiftsbreite,1,JJ
21743,nivole,1,JJ
21744,galvo,1,NN
21745,weingut,1,NN
21746,garnetbrownish,1,JJ
21747,baudana,1,NN
21748,prapó,1,NN
21749,benno,1,VBD
21750,meatdriven,1,RB
21751,teriyakiglazed,1,VBN
21752,meuniere,1,RB
21753,puckeryfresh,1,JJ
21754,cranberryinflected,1,VBN
21755,fruitdrop,1,NN
21756,unspecial,1,JJ
21757,bowman,1,NN
21758,distillery,1,NN
21759,esterlin,1,NN
21760,nico,1,JJ
21761,mariannes,1,NNS
21762,aop,1,NNS
21763,based,1,VBN
21764,extremeflavored,1,JJ
21765,rieslinglovers,1,NNS
21766,superbig,1,VBP
21767,alconte,1,JJ
21768,montecastro,1,FW
21769,mineralfloral,1,JJ
21770,falloff,1,NN
21771,poderinas,1,NNS
21772,ragnaie,1,VBP
21773,cherrycranberry,1,NN
21774,aldenellis,1,NN
21775,dimetapp,1,NN
21776,giurfo,1,NN
21777,passoro,1,NN
21778,sincerely,1,RB
21779,appassionata,1,JJ
21780,braid,1,NN
21781,vanillaandcream,1,NN
21782,veraton,1,NN
21783,aquilon,1,NN
21784,kuleto,1,NN
21785,boatiques,1,NNS
21786,unattractively,1,RB
21787,verdesca,1,VBP
21788,dalessano,1,NN
21789,lunalba,1,NN
21790,perkiness,1,NN
21791,meandro,1,NN
21792,cortile,1,NN
21793,ugolforte,1,JJ
21794,grizzle,1,NN
21795,softmedium,1,NN
21796,venoges,1,NNS
21797,xv,1,VBP
21798,decree,1,JJ
21799,piattelli,1,NN
21800,cuyo,1,NN
21801,refurbishment,1,NN
21802,fante,1,NN
21803,ambonnay,1,NN
21804,vintageswines,1,NNS
21805,coquille,1,VBP
21806,saintjacques,1,NNS
21807,gardes,1,NNS
21808,darksmelling,1,VBG
21809,argaman,1,NN
21810,texturebased,1,VBD
21811,oriane,1,NN
21812,mazeau,1,NN
21813,oculus,1,IN
21814,readymade,1,JJ
21815,balland,1,NN
21816,lettere,1,RB
21817,primavera,1,VBZ
21818,chocolatypruney,1,NN
21819,pickmeup,1,NN
21820,truffly,1,NN
21821,guisez,1,NN
21822,giaconda,1,NN
21823,butteryresiny,1,JJ
21824,vonderheyden,1,JJ
21825,monbrison,1,NN
21826,productionit,1,NN
21827,rubyblack,1,NN
21828,taragon,1,NN
21829,blueveined,1,VBD
21830,bellisimo,1,JJ
21831,nearto,1,NN
21832,pleasurepacked,1,VBD
21833,fatbodied,1,JJ
21834,figginess,1,NN
21835,colio,1,NN
21836,slapyouinthefacefruit,1,NN
21837,raspberryscented,1,VBD
21838,alessandrias,1,JJ
21839,krugs,1,NNS
21840,acknowledgement,1,JJ
21841,nei,1,JJ
21842,brezza,1,NN
21843,marenca,1,NN
21844,mareuilsuraÿ,1,NN
21845,boj,1,NN
21846,rollier,1,JJR
21847,quartermillion,1,NN
21848,limeridden,1,NN
21849,dancenis,1,NN
21850,superjammysmelling,1,VBG
21851,thicktasting,1,VBG
21852,chevrierloriaud,1,NN
21853,rocher,1,NN
21854,monteil,1,NN
21855,aguia,1,JJ
21856,spineacidity,1,NN
21857,tanninsthis,1,IN
21858,portugese,1,JJ
21859,monodimensional,1,JJ
21860,marlboroughstyle,1,NN
21861,lycheetropical,1,JJ
21862,herbyfilled,1,VBD
21863,herbalspicy,1,NN
21864,calìo,1,NN
21865,primitivobarbera,1,NN
21866,naisi,1,NN
21867,polishon,1,NN
21868,clearglass,1,NN
21869,punt,1,NN
21870,higherthanusual,1,JJ
21871,smallfooted,1,VBD
21872,niki,1,JJ
21873,kiara,1,NN
21874,buddha,1,NN
21875,cleanfeeling,1,VBG
21876,recentlycreated,1,VBN
21877,marsurets,1,NNS
21878,boldo,1,VBP
21879,churrasco,1,JJ
21880,palatecaressing,1,NN
21881,marks,1,NNS
21882,feetelevation,1,NN
21883,hermitagebased,1,VBD
21884,sputter,1,JJR
21885,comply,1,NN
21886,sweetenend,1,VBP
21887,nonlinear,1,JJ
21888,planklike,1,NN
21889,tobaccolined,1,VBD
21890,shimmeringly,1,RB
21891,incensepowered,1,JJ
21892,coyotebrush,1,NN
21893,daosta,1,NN
21894,pak,1,NN
21895,currantdominated,1,VBD
21896,workday,1,JJ
21897,mamaniss,1,JJ
21898,overemphasize,1,NN
21899,millionbottle,1,JJ
21900,tipple,1,JJ
21901,lt,1,NN
21902,leicht,1,NN
21903,sqeezed,1,VBN
21904,whare,1,NN
21905,ra,1,NN
21906,solabal,1,JJ
21907,kindness,1,NN
21908,luzón,1,NN
21909,highexpression,1,NN
21910,nocturnal,1,JJ
21911,citrusinspired,1,VBD
21912,cadeaus,1,JJ
